link,date,summary
https://vtv.vn/xa-hoi/nu-sinh-lop-6-o-da-nang-bi-ghep-anh-nong-ep-doc-truyen-doi-truy-20240409171447976.htm,09/04/2024,"Công an quận Cẩm Lệ, TP Đà Nẵng đang vào cuộc điều tra vụ việc một nữ sinh lớp 6 bị kẻ xấu cắt ghép ""ảnh nóng"", ép đọc truyện đồi trụy trên địa bàn."
https://vtv.vn/xa-hoi/hai-cong-nhan-bi-dien-giat-o-do-cao-15-met-20240409165453589.htm,09/04/2024,Cảnh sát chữa cháy và cứu nạn cứu hộ Công an tỉnh Trà Vinh vừa giải cứu thành công hai người bị điện giật trên độ cao 15m khi đang thi công cho công trình.
https://vtv.vn/xa-hoi/he-lo-nguyen-nhan-hang-nghin-xe-o-to-xuong-cap-tai-nha-may-o-to-veam-thanh-hoa-20240409104224409.htm,09/04/2024,"Chủ trương đưa ra thị trường xe ô tô mang thương hiệu VEAM của Tổng Công ty máy động lực, máy nông nghiệp Việt Nam đã bộc lộ nhiều dấu hiệu bất thường."
https://vtv.vn/xa-hoi/ban-to-chuc-trung-uong-thong-nhat-de-xuat-nghi-le-30-4-1-5-keo-dai-5-ngay-20240409164353447.htm,09/04/2024,Ban Tổ chức Trung ương thống nhất với đề xuất của Bộ LĐ-TB&XH về việc hoán đổi ngày làm việc 29/4 bù sang ngày khác để kỳ nghỉ lễ 30/4 và 1/5 kéo dài 5 ngày.
https://vtv.vn/xa-hoi/ha-noi-dam-vao-chan-cau-vuot-o-to-con-bien-dang-phan-dau-20240409154456585.htm,09/04/2024,Ô tô di chuyển trên đường Giải Phóng khi tới đoạn chân cầu vượt Ngã Tư Vọng thì bất ngờ đâm vào cọc đèn hiệu cầu vượt.
https://vtv.vn/xa-hoi/chay-lien-hoan-tai-kho-xuong-sat-au-thuyen-tho-quang-20240409144113346.htm,09/04/2024,"Ngọn lửa xuất phát từ container sau đó lan sang kho chứa thùng xốp, phi nhựa dùng để đóng hải sản."
https://vtv.vn/xa-hoi/kip-thoi-cuu-nam-thanh-nien-nhay-cau-tu-tu-20240409145402861.htm,09/04/2024,"Lực lượng cứu hộ kịp thời cứu một thanh niên nhảy cầu Thị Nại, TP Quy Nhơn, tỉnh Bình Định."
https://vtv.vn/xa-hoi/dam-bao-cap-nuoc-sach-va-an-toan-thich-ung-voi-bien-doi-khi-hau-20240409135306212.htm,09/04/2024,"Sáng nay, tại Cà Mau, Tuần lễ quốc gia Nước sạch và vệ sinh môi trường năm 2024 và kích hoạt gói hỗ trợ tiền mặt cho người dân chịu ảnh hưởng của hạn hán đã diễn ra."
https://vtv.vn/xa-hoi/day-nhanh-tien-do-duong-day-500kv-mach-3-de-dua-du-an-ve-dich-dung-han-20240409134453211.htm,09/04/2024,"Ban Chỉ đạo đã đề nghị chủ đầu tư và các địa phương có dự án đi qua tăng cường công tác kiểm tra, giám sát và phối hợp để đẩy nhanh tiến độ các gói thầu."
https://vtv.vn/xa-hoi/hau-qua-cua-viec-bi-lua-dao-la-mat-tien-bac-va-ca-long-tin-vao-xa-hoi-20240409122744157.htm,09/04/2024,Sự thiếu hiểu biết và sự mù quáng trong lòng tham đã làm cho nhiều người không cân nhắc mua hàng mà không có sự thận trọng và nghi ngờ.
https://vtv.vn/xa-hoi/nguy-co-sat-lo-do-xay-dung-trai-phep-lan-song-cau-20240409121952826.htm,09/04/2024,"Các công trình xây dựng lấn sông không chỉ vi phạm pháp luật về đê điều mà còn tạo ra nguy cơ sạt lở, đe dọa đến tính mạng và tài sản của cư dân trong khu vực."
https://vtv.vn/xa-hoi/no-nha-may-giay-tai-bac-ninh-4-nguoi-thuong-vong-20240409134910283.htm,09/04/2024,"Sáng 9/4, một vụ nổ lớn xảy ra tại một nhà máy sản xuất giấy thuộc cụm công nghiệp Phú Lâm (Bắc Ninh) làm nhiều người thương vong."
https://vtv.vn/doi-song/nhieu-may-bay-tap-luyen-cho-le-ky-niem-70-nam-chien-thang-dien-bien-phu-20240409121719912.htm,09/04/2024,"Phần khai mạc ngoài Pháo lễ gồm 18 khẩu pháo 105mm;còn có Lực lượng Không quân bay chào mừng với 12 máy bay trực thăng mang cờ Đảng, cờ Tổ quốc bay qua khán đài."
https://vtv.vn/xa-hoi/khanh-thanh-buc-phu-dieu-bac-ho-noi-chuyen-voi-dai-doan-quan-tien-phong-tai-den-hung-20240409071649789.htm,09/04/2024,"Tại tỉnh Phú Thọ, Quân ủy Trung ương, Bộ Quốc phòng tổ chức lễ khánh thành bức phù điêu ""Bác Hồ nói chuyện với cán bộ, chiến sĩ đại đoàn quân Tiên phong"" tại di tích."
https://vtv.vn/xa-hoi/binh-thuan-quyet-liet-kiem-soat-tau-3-khong-20240409103913271.htm,09/04/2024,"Bình Thuận đang cấp biển số tạm cho hơn 2.000 chiếc tàu “3 không” (không đăng ký, không đăng kiểm và không giấy phép khai thác thủy sản) để tháo gỡ thẻ vàng của EC."
https://vtv.vn/xa-hoi/bo-lui-xe-bon-vao-bai-dat-trong-nghi-can-chet-con-trai-2-tuoi-20240409104201616.htm,09/04/2024,"Quá trình lùi xe bồn vào bãi đất trống cạnh nhà ở TP Đồng Xoài (Bình Phước), người bố không thấy con trai 2 tuổi nên đi kiểm tra thì phát hiện con tử vong."
https://vtv.vn/xa-hoi/vao-cua-toc-do-cao-xe-dau-keo-lat-nghieng-20240409093754733.htm,09/04/2024,"Vào cua với tốc độ khá nhanh, chiếc xe đầu kéo chở sắt lật ngang xuống đường."
https://vtv.vn/xa-hoi/siet-quan-ly-xe-hop-dong-tra-hinh-quy-trach-nhiem-cho-tung-don-vi-dia-phuong-20240409093712145.htm,09/04/2024,"Trước tình trạng còn tồn tại vi phạm liên quan đến xe hợp đồng hoạt động trá hình như xe khách tuyến cố định, các lực lượng chức năng đã đưa ra nhiều giải pháp xử lý."
https://vtv.vn/xa-hoi/thu-giu-470kg-lap-xuong-dong-lanh-khong-ro-nguon-goc-xuat-xu-20240409102032086.htm,09/04/2024,"Trong quá trình tuần tra, Chi cục Hải quan cửa khẩu Lào Cai đã phát hiện, bắt giữ 470kg lạp xưởng đông lạnh có giá trị lên đến 42,3 tỷ đồng."
https://vtv.vn/xa-hoi/mua-tour-du-lich-gia-re-tren-mang-nhieu-nguoi-sap-bay-lua-dao-20240409090047287.htm,09/04/2024,"Vì tin vào các bài đăng quảng cáo tour du lịch, voucher du lịch.... với mức giá rẻ sập sàn, nhiều người đã trở thành nạn nhân của lừa đảo."
https://vtv.vn/xa-hoi/chay-xuong-san-xuat-bien-quang-cao-tai-vinh-phuc-20240409084943401.htm,09/04/2024,"Vụ cháy xảy ra lúc gần 19h tối 8/4, khi ngọn lửa bất ngờ bùng phát mạnh tại nhà xưởng chuyên sản xuất biển quảng cáo của một gia đình tại đường Hùng Vương, phường Tích Sơn"
https://vtv.vn/xa-hoi/yeu-cau-tiktok-ra-soat-ngan-chan-lua-dao-tren-livestream-20240409083144185.htm,09/04/2024,"Bộ TT&TT đang phối hợp với TikTok yêu cầu cung cấp các thông tin, số liệu liên quan đến tình trạng lừa đảo trên livestream để chuyển cho Bộ Công an xử lý."
https://vtv.vn/xa-hoi/ha-noi-nam-sinh-vien-roi-tu-tang-5-xuong-san-truong-tu-vong-20240409083926955.htm,09/04/2024,"Lực lượng chức năng đang điều tra, làm rõ nam sinh một trường đại học rơi từ tầng 5 xuống sân trường."
https://vtv.vn/xa-hoi/nong-do-xam-nhap-man-o-hau-giang-tang-len-muc-95-20240409093604527.htm,09/04/2024,"ĐBSCL đang trong giai đoạn nắng nóng cao điểm, đúng kỳ triều cường đầu tháng 3 âm lịch nên xâm nhập mặn diễn ra gay gắt. Tại tỉnh Hậu Giang, nồng độ mặn tăng lên mức 9,5‰."
https://vtv.vn/doi-song/hon-1000-cong-nhan-thi-cong-tren-cao-toc-can-tho-ca-mau-duoi-cai-nong-nhu-do-lua-20240408214130707.htm,09/04/2024,"Thời tiết ở miền Tây đang trong giai đoạn nắng nóng, nhưng trên công trường cao tốc Cần Thơ – Cà Mau hơn 1.000 cán bộ, công nhân gấp rút thi công để kịp tiến độ đề ra."
https://vtv.vn/xa-hoi/nang-nong-gay-gat-nguy-co-cao-chay-rung-o-phia-nam-20240409080352284.htm,09/04/2024,"Từ nay đến cuối tuần, khu vực Tây Nguyên và Nam Bộ tiếp tục xảy ra nắng nóng diện rộng. Nắng nóng gay gắt, lại không có mưa khiến nguy cơ cháy rừng rất cao."
https://vtv.vn/xa-hoi/quang-binh-phan-bo-100-ty-dong-khac-phuc-sat-lo-bo-bien-20240409074034998.htm,09/04/2024,"UBND tỉnh Quảng Bình vừa phân bổ 100 tỷ đồng từ nguồn dự phòng ngân sách để khắc phục khẩn cấp sạt lở bờ biển phường Quảng Phúc, thị xã Ba Đồn."
https://vtv.vn/xa-hoi/huy-no-qua-bom-nang-226-kg-sot-lai-sau-chien-tranh-2024040907290664.htm,09/04/2024,Lực lượng chức năng tỉnh Nghệ An ngày 8/4 đã tiến hành hủy nổ thành công quả bom nặng 226 kg còn sót lại sau chiến tranh.
https://vtv.vn/xa-hoi/de-nghi-cong-bo-tinh-huong-khan-cap-thien-tai-do-sat-lo-sut-lun-o-kien-giang-20240409062404632.htm,09/04/2024,"Đến nay, vùng đệm U Minh Thượng có khoảng 310 điểm sạt lở, sụt lún đường giao thông. Các đơn vị khảo sát đánh giá sạt lở, sụt lún tại khu vực đệm U Minh Thượng ở cấp độ 2."
https://vtv.vn/xa-hoi/mien-bac-mua-lanh-mien-nam-nang-nong-39-do-c-20240409054616411.htm,09/04/2024,"Ngày 9/4, miền Bắc dự báo mưa nhỏ vào buổi sáng. Mưa ẩm và sương mù ở miền Bắc sẽ tiếp diễn đến ngày mai. Trong khi đó, nắng nóng ở miền Nam kéo dài đến hết tuần này."
https://vtv.vn/xa-hoi/thoi-tiet-nam-bo-nang-nong-nhieu-du-khach-do-ve-vung-tau-tam-bien-20240408111014859.htm,09/04/2024,"Những ngày qua, khu vực Nam bộ, trời nắng nóng, nhiệt độ tăng cao, nhiều người dân và du khách đã đổ về TP Vũng Tàu tắm biển để trốn nóng."
https://vtv.vn/xa-hoi/dong-bang-song-cuu-long-doi-mat-voi-tinh-trang-thieu-nuoc-tram-trong-20240408194512439.htm,09/04/2024,"Theo thông tin từ cơ quan chức năng, có khoảng gần 73.900 hộ dân đang phải đối mặt với tình trạng thiếu nước sinh hoạt, chủ yếu tập trung ở các tỉnh ven biển."
https://vtv.vn/xa-hoi/khanh-hoa-kiem-tra-100-cac-co-so-san-xuat-kinh-doanh-thuc-pham-sau-su-co-ngo-doc-20240408193517301.htm,09/04/2024,"UBND tỉnh Khánh Hòa đã ra chỉ đạo thành lập các đoàn kiểm tra liên ngành nhằm kiểm soát 100% cơ sở sản xuất, kinh doanh, chế biến và mua bán thực phẩm trên địa bàn."
https://vtv.vn/xa-hoi/tong-lien-doan-lao-dong-dong-y-phuong-an-nghi-5-ngay-lien-tuc-dip-30-4-1-5-20240408220745082.htm,08/04/2024,Tổng Liên đoàn bày tỏ nhất trí với dự thảo của Bộ Lao động Thương binh và Xã hội gửi Chính phủ về việc bố trí hoán đổi ngày làm việc 29/4 và làm bù sang ngày khác.
https://vtv.vn/cong-nghe/nha-mang-phai-chiu-trach-nhiem-neu-co-sim-moi-sai-quy-dinh-tu-ngay-15-4-20240408204107561.htm,08/04/2024,"Theo Cục Viễn thông, từ ngày 15/4, các doanh nghiệp viễn thông di động phải chịu hoàn toàn trách nhiệm nếu còn xuất hiện SIM được phát triển mới không đúng quy định."
https://vtv.vn/xa-hoi/bi-phat-5-trieu-dong-vi-thong-tin-sai-su-that-vu-nu-sinh-lop-5-o-nha-trang-tu-vong-20240408211942857.htm,08/04/2024,Người phụ nữ 36 tuổi bị xử phạt 5 triệu đồng vì đã đưa thông tin sai sự thật trên mạng xã hội liên quan đến vụ nữ học sinh lớp 5 ở Nha Trang tử vong.
https://vtv.vn/xa-hoi/de-xuat-xu-ly-hinh-su-cac-hanh-vi-cham-dong-tron-dong-bao-hiem-xa-hoi-20240408201403954.htm,08/04/2024,"Đại biểu Quốc hội cho rằng, cần nhiều giải pháp mạnh tay hơn nữa xử lý hành vi chậm đóng, trốn đóng BHXH nhằm bảo vệ quyền lợi cho người lao động khi tham gia BHXH."
https://vtv.vn/xa-hoi/bay-qua-tang-cho-nguoi-cao-tuoi-noi-chua-xot-cua-nhung-nguoi-mua-hang-20240408204055003.htm,08/04/2024,"Khi sản phẩm lên đến tiền triệu, người dân đã nộp tiền với hy vọng sẽ được trả tiền như những lần trước, tuy nhiên nhóm người bán hàng không trả tiền nữa và bỏ trốn."
https://vtv.vn/xa-hoi/nguyen-nhan-nao-khien-5-can-nha-o-bo-song-cau-bi-sat-lo-20240408194932969.htm,08/04/2024,6 hộ dân bị ảnh hưởng trong số 12 hộ dân nằm trong khu vực nguy hiểm đã được di dời đến nơi ở an toàn.
https://vtv.vn/xa-hoi/nu-sinh-lop-7-nga-guc-khi-hoc-the-duc-sau-do-tu-vong-20240408172326576.htm,08/04/2024,"Nữ sinh đã gục xuống trong tiết học thể dục và được thầy cô đưa đi cấp cứu ở Trung tâm Y tế. Sau đó, em được chuyển lên Bệnh viện Đa khoa Tây Nguyên nhưng đã tử vong."
https://vtv.vn/xa-hoi/xu-phat-don-vi-thi-cong-de-thanh-sat-roi-trung-dau-nguoi-di-duong-2024040816111143.htm,08/04/2024,"Chính quyền địa phương đã kiểm tra, xử lý đơn vị thi công công trình để thanh sắt rơi từ trên cao trúng người đi đường ở Đắk Lắk."
https://vtv.vn/xa-hoi/nam-sinh-lop-10-di-xe-dap-dien-tu-vong-sau-tai-nan-tai-ha-noi-20240408162944146.htm,08/04/2024,"Chiều 8/4, vụ tai nạn giao thông xảy ra trên cầu vượt An Dương Thanh Niên theo hướng đi đường Yên Phụ, Hà Nội khiến một nam sinh điều khiển xe đạp điện tử vong tại chỗ."
https://vtv.vn/xa-hoi/se-chia-nguon-nuoc-ngot-giua-mua-han-man-20240408135425747.htm,08/04/2024,"Để người dân không bị thiếu nước ngọt sinh hoạt, nhiều địa phương ở đồng bằng sông Cửu Long đã chia sẻ nguồn nước ngọt ít ỏi bằng nhiều cách khác nhau."
https://vtv.vn/xa-hoi/ca-long-be-tai-hai-duong-chet-hang-loat-chua-ro-nguyen-nhan-20240408111451988.htm,08/04/2024,"Hơn 1 tuần nay, cá lồng bè thả nuôi trên sông Thái Bình, đoạn qua tỉnh Hải Dương đã bất ngờ chết hàng loạt."
https://vtv.vn/xa-hoi/hang-tan-ngao-tim-dat-vao-bo-bien-ha-tinh-2024040811074445.htm,08/04/2024,"Ước tính hàng tấn ngao tím tự nhiên từ ngoài khơi đã dạt vào khu vực bờ biển xã Thạch Hải, huyện Thạch Hà, tỉnh Hà Tĩnh vào chiều 7/4."
https://vtv.vn/xa-hoi/bay-qua-tang-cho-nguoi-cao-tuoi-tien-trao-nhung-chao-khong-muc-2024040810514728.htm,08/04/2024,"Bán hàng rồi lại trả tiền cho người mua, không ai tiếc tiền mua hàng mà chỉ tiếc nếu không mua được hàng để rồi tiền trao mà cháo... không được múc."
https://vtv.vn/xa-hoi/xoa-toan-bo-loi-di-tu-mo-qua-duong-sat-vao-nam-2025-2024040812012585.htm,08/04/2024,"Theo kế hoạch đề ra, đến hết năm 2025, ngành đường sắt sẽ xóa bỏ toàn bộ lối đi tự mở băng ngang qua đường sắt."
https://vtv.vn/xa-hoi/su-that-ve-than-y-chua-bach-benh-chi-bang-nuoc-20240408112659941.htm,08/04/2024,"Một người tự xưng là thầy thuốc có thể chữa bách bệnh tại huyện Thanh Oai, thậm chí là cả bệnh ung thư giai đoạn cuối cũng có thể cứu sống chỉ bằng uống nước và nhịn ăn."
https://vtv.vn/xa-hoi/xe-tai-boc-chay-tren-cao-toc-dau-giay-phan-thiet-hang-hoa-bi-thieu-rui-2024040807232489.htm,08/04/2024,Xe tải đang di chuyển trên cao tốc Dầu Giây Phan Thiết thì bất ngờ bốc cháy khiến cho toàn bộ hàng hóa bên trong thùng xe bị thiêu rụi.
https://vtv.vn/xa-hoi/3-o-to-va-cham-lien-hoan-khien-mot-nguoi-tu-vong-20240408071507207.htm,08/04/2024,"Chiếc ô tô khách do anh H. điều khiển khi đi đến địa bàn xã Cốc San, Lào Cai, xảy ra va chạm với 2 ô tô khác khiến một người tử vong."
https://vtv.vn/xa-hoi/chuyen-bien-sau-hon-6-nam-go-the-vang-iuu-20240407205918338.htm,08/04/2024,Việt Nam đang nỗ lực cao nhất không chỉ vì gỡ thẻ vàng IUU mà vì một nghề cá bền vững và có trách nhiệm.
https://vtv.vn/xa-hoi/hai-anh-em-ruot-cuu-song-3-hoc-sinh-duoi-nuoc-20240408070402874.htm,08/04/2024,3 nam học sinh bị sóng biển cuốn trôi khi đang tắm đã được hai anh em ruột là ngư dân cứu hộ và đưa vào bờ.
https://vtv.vn/xa-hoi/bac-bo-co-mua-tay-nguyen-va-nam-bo-nang-nong-20240408064914056.htm,08/04/2024,"Theo Trung tâm Dự báo khí tượng thủy văn Quốc gia, ngày và đêm 8/4, nhiều khu vực ngày nắng nóng, có nơi nắng nóng gay gắt với mức nhiệt trên 37 độ C."
https://vtv.vn/xa-hoi/hau-giang-lai-sat-lo-tai-thanh-pho-nga-bay-20240408060413626.htm,08/04/2024,"Vụ việc xảy ra tại kênh Sáu Láo, khu vực 5 Phường Hiệp Thành. Chiều dài sạt lở 25m, sâu vào bờ nơi rộng nhất khoảng 4m; làm mất taluy ngoài của 1 con đường."
https://vtv.vn/xa-hoi/vuon-chim-bac-lieu-canh-bao-chay-rung-cap-cao-nhat-20240408054714652.htm,08/04/2024,"Vườn chim Bạc Liêu đang được nâng cảnh báo cháy rừng lên cấp 5, cấp cực kỳ nguy hiểm."
https://vtv.vn/xa-hoi/can-co-che-dac-thu-trong-lien-ket-vung-dong-nam-bo-2024040720514186.htm,08/04/2024,"Thực tế phát triển các dự án hạ tầng cho thấy, Đông Nam Bộ đang cần có những cơ chế chung, cơ chế đặc thù để đẩy nhanh quá trình liên kết, phát triển."
https://vtv.vn/xa-hoi/cu-ba-u80-tu-minh-lai-o-to-len-nui-choi-dan-chuan-bi-noi-ve-coi-tien-20240407175856097.htm,08/04/2024,Bà Hường đã chuẩn bị kỹ lưỡng cho sự ra đi của mình sau khi về “cõi tiên” theo một cách rất đặc biệt.
https://vtv.vn/xa-hoi/canh-giac-truoc-chieu-tro-thue-xe-tu-lai-de-cam-co-20240407201633783.htm,08/04/2024,"Công an quận Bắc Từ Liêm, Hà Nội vừa bắt giữ ổ nhóm chuyên đi lừa đảo những người làm dịch vụ cho thuê xe tự lái."
https://vtv.vn/xa-hoi/nu-cong-nhan-quet-rac-bi-thuong-nang-sau-khi-xe-o-to-tong-trung-20240407174805334.htm,08/04/2024,"Trong lúc đang quét rác, nữ công nhân bất ngờ bị xe ô tô tông trúng dẫn đến bị thương nặng."
https://vtv.vn/xa-hoi/doanh-nghiep-bo-tron-sau-khi-tung-chieu-tang-de-ban-20240407212945937.htm,07/04/2024,Nhiều đối tượng quảng cáo sẽ tặng những sản phẩm giá trị cho người tham gia nhưng thực chất lại lợi dụng để bán hàng kém chất lượng với giá trên trời.
https://vtv.vn/xa-hoi/xac-minh-thong-tin-hai-be-gai-mat-tich-bi-an-o-pho-di-bo-nguyen-hue-20240407204807383.htm,07/04/2024,"Liên quan đến vụ việc 2 bé gái bị mất tích trên phố đi bộ Nguyễn Huệ, TP Hồ Chí Minh, cơ quan chức năng Quận 1 đang xác minh, làm rõ thông tin."
https://vtv.vn/xa-hoi/tuoc-danh-hieu-2-nu-canh-sat-tham-gia-tiec-ma-tuy-20240407201411278.htm,07/04/2024,"Công an TP Hải Phòng đã thực hiện quy trình để tước danh hiệu Công an nhân dân đối với 2 nữ cán bộ công an có mặt, tham gia bữa ""tiệc"" ma túy."
https://vtv.vn/xa-hoi/khong-khi-lanh-gay-mua-giong-o-mien-bac-20240407194850345.htm,07/04/2024,"Ngày mai (8/4), miền Bắc sẽ có không khí lạnh yếu xuống gây mưa giông đi kèm các hiện tượng thời tiết nguy hiểm."
https://vtv.vn/xa-hoi/huy-nhieu-chuyen-bay-di-den-dien-bien-do-thoi-tiet-xau-20240407193712627.htm,07/04/2024,"Ngày 6/4 và 7/4, Điện Biên có hiện tượng mù khô và khói khiến nhiều chuyến bay đi, đến sân bay Điện Biên phải hủy."
https://vtv.vn/xa-hoi/thanh-sat-cong-trinh-xay-dung-roi-trung-nguoi-di-duong-20240407181158453.htm,07/04/2024,"Một thanh sắt từ công trình xây dựng tại TP. Buôn Ma Thuột, Đắk Lắk đã rơi xuống đường trúng người phụ nữ đi xe máy và một xe ô tô."
https://vtv.vn/xa-hoi/6-nha-dan-o-bac-ninh-bi-sat-xuong-song-cau-20240407182441085.htm,07/04/2024,"Sự cố sạt lở mái đê khiến 6 ngôi nhà thuộc địa phận phường Vạn An, TP Bắc Ninh, tỉnh Bắc Ninh, bị sạt xuống sông Cầu vào rạng sáng 7/4."
https://vtv.vn/xa-hoi/ru-nhau-di-tam-mot-hoc-sinh-duoi-nuoc-20240407181107359.htm,07/04/2024,"Tại huyện Tuy An, tỉnh Phú Yên vừa xảy ra vụ một học sinh tắm vực sâu thiệt mạng do đuối nước."
https://vtv.vn/xa-hoi/hai-phong-phat-hien-nu-can-bo-cong-an-tham-gia-to-chuc-su-dung-ma-tuy-20240407165635882.htm,07/04/2024,"Đột kích căn hộ tại khu đô thị ở phường Thượng Lý, quận Hồng Bàng, lực lượng chức năng phát hiện có 2 nữ cán bộ công tác trong ngành công an TP Hải Phòng đang “bay lắc''."
https://vtv.vn/xa-hoi/luyen-tap-thuan-thuc-phuc-vu-tot-le-ky-niem-50-nam-ngay-truyen-thong-luc-luong-canh-sat-co-dong-20240407144756989.htm,07/04/2024,
https://vtv.vn/xa-hoi/mao-danh-vtv-to-chuc-chuong-trinh-duyen-dang-ao-dai-de-lua-dao-20240407143923459.htm,07/04/2024,"Thay vì nhắm tới đối tượng trẻ em, lần này vỏ bọc được các đối tượng mạo danh VTV đưa ra là tuyển người mẫu tham gia chương trình ""Duyên dáng áo dài""."
https://vtv.vn/xa-hoi/lan-toa-tinh-than-hien-mau-tinh-nguyen-trong-cong-dong-20240407141224199.htm,07/04/2024,"Không chỉ các bạn trẻ, những bậc cao niên vẫn rất tâm huyết với nghĩa cử cao đẹp của ngày hội hiến máu tình nguyện."
https://vtv.vn/xa-hoi/xac-minh-vu-hanh-hung-tai-xe-taxi-vi-xe-khong-mo-may-lanh-20240407132439467.htm,07/04/2024,"Cho rằng taxi không mở máy lạnh, một hành khách đã tỏ thái độ hằn học, hành hung tài xế."
https://vtv.vn/phap-luat/au-da-khi-an-nhau-nam-nhan-vien-it-dam-ban-hoc-tu-vong-20240407124743785.htm,07/04/2024,"Trong lúc ăn nhậu tại quận Hải Châu, Đà Nẵng, hai nam thanh niên xảy ra mâu thuẫn. Long đập vỡ chai bia và đâm chai bia vào vùng cổ của anh Q."
https://vtv.vn/xa-hoi/nam-thieu-nien-bi-dao-bau-cam-vao-hoc-mat-20240407123505657.htm,07/04/2024,"Tối 6/4, H. cầm con dao bầu múa ""biểu diễn"" trước sân nhà. Trong lúc thực hiện các động tác múa dao, không may con dao tụt khỏi cán, cắm thẳng vào hốc mắt H.."
https://vtv.vn/xa-hoi/xe-khach-lat-nghieng-sau-khi-tong-vao-duoi-xe-dau-keo-20240407105924979.htm,07/04/2024,"Vụ tai nạn giao thông giữa ô tô khách và xe đầu kéo xảy ra vào lúc 4h45 ngày 7/4, tại km 1314 trên QL1A qua địa phận xã An Hiệp, huyện Tuy An, Phú Yên."
https://vtv.vn/xa-hoi/o-to-xe-may-chen-nhau-luu-thong-tren-quoc-lo-51-20240406165730599.htm,07/04/2024,"Xe tải, xe khách, xe con,... chạy vào làn xe mô tô (xe máy), xe thô sơ trên Quốc lộ 51 khiến mặt đường bị thu hẹp, tai nạn giao thông rình rập."
https://vtv.vn/xa-hoi/vuot-au-lan-lan-khi-vao-cua-xe-con-suyt-gay-tai-nan-20240407085656266.htm,07/04/2024,"Đang vào cua, lái xe gắn camera hành trình giật mình khi bất ngờ gặp phải chiếc xe con vượt ẩu lấn hết sang làn đường ngược chiều."
https://vtv.vn/xa-hoi/som-xoa-diem-den-tren-quoc-lo-70-2024040708412021.htm,07/04/2024,"Điểm đấu nối giao cắt giữa Quốc lộ 4D và Quốc lộ 70 tại địa bàn xã bản Phiệt, tỉnh Lào Cai, là điểm đen tai nạn đang được ngành giao thông chuẩn bị đầu tư xử lý."
https://vtv.vn/xa-hoi/soc-trang-quan-tam-cham-lo-doi-song-dong-bao-khmer-20240407082402141.htm,07/04/2024,"Được sự quan tâm, đời sống của đồng bào dân tộc Khmer tại địa phương thời gian qua đã có nhiều chuyển biến tích cực, diện mạo nông thôn cũng sạch đẹp, khang trang hơn."
https://vtv.vn/xa-hoi/gap-su-co-tren-cao-toc-cam-lo-la-son-goi-duong-day-nong-de-duoc-ho-tro-20240407075041785.htm,07/04/2024,Tài xế có thể gọi đường dây nóng của Đội CSGT số 5 khi phát hiện người khác hoặc bản thân đang gặp sự cố trên trên cao tốc Cam Lộ La Sơn để được hướng dẫn.
https://vtv.vn/xa-hoi/hom-nay-7-4-ngay-toan-dan-hien-mau-tinh-nguyen-20240407061853402.htm,07/04/2024,"Hôm nay (7/4) là Ngày Toàn dân hiến máu tình nguyện. Hiến máu đã trở thành hoạt động thường xuyên, mang lại sự sống, niềm hy vọng, hạnh phúc cho hàng triệu gia đình."
https://vtv.vn/xa-hoi/tap-trung-xu-ly-tro-nhiet-dien-bao-ve-moi-truong-20240406195117938.htm,07/04/2024,UBND tỉnh Bình Thuận đang tập trung vào công tác xúc tiến tiêu thụ tro và xỉ từ các nhà máy nhiệt điện tại Trung tâm Điện lực Vĩnh Tân.
https://vtv.vn/xa-hoi/tac-duong-van-la-noi-am-anh-voi-nguoi-dan-ha-noi-20240403161059438.htm,07/04/2024,"Tắc đường ở Hà Nội đã trở thành '""nỗi ám ảnh"" đối với người dân. Tuy nhiên, việc giải quyết tình trạng ùn tắc giao thông vẫn còn nhiều bất cập và chưa được xử lý triệt để"
https://vtv.vn/xa-hoi/bac-bo-diu-mat-nam-bo-nong-kho-keo-dai-20240407054636075.htm,07/04/2024,"Nhiều khu vực ở Bắc Bộ hôm nay có mưa và dịu mát, đến trưa, chiều trời tạnh ráo. Trong khi đó, Tây Nguyên và Nam Bộ tiếp diễn nắng nóng."
https://vtv.vn/kinh-te/de-xuat-tang-luong-huu-tro-cap-tu-1-7-20240406193328529.htm,06/04/2024,"Bộ Lao động Thương binh và Xã hội đã đề xuất điều chỉnh lương hưu, trợ cấp bảo hiểm xã hội (BHXH), trợ cấp hàng tháng và trợ cấp ưu đãi người có công vào thời điểm này."
https://vtv.vn/xa-hoi/va-cham-voi-xe-tai-hai-hoc-sinh-lop-10-thuong-vong-20240406211004523.htm,06/04/2024,"Ngày 6/4, tại địa phận xã Nà Nghịu, huyện Sông Mã, tỉnh Sơn La xảy ra vụ tại nạn giao thông nghiêm trọng khiến một người tử vong tại chỗ, một người bị thương nặng."
https://vtv.vn/xa-hoi/xu-huong-tiet-kiem-on-ao-cua-gioi-tre-trong-nam-2024-20240406200620046.htm,06/04/2024,"Dự kiến xu hướng ""xa xỉ thầm lặng"" (quiet luxury) sẽ bị thay thế bởi một xu hướng tài chính mới ở người trẻ, đó là ""tiết kiệm ồn ào"" (loud budgeting)"
