,Categorical,Date,Url,Pred
621,economic,17/04/2024,https://vtv.vn/kinh-te/gia-thu-mua-tang-cao-co-hoi-va-thach-thuc-cua-nganh-ca-phe-viet-nam-20240417111149261.htm,Giá cà phê tăng cao là một tín hiệu vui cho ngành cà phê Việt Nam trước thực trạng nhiều doanh nghiệp lo ngại về sự mất uy tín.
622,economic,17/04/2024,https://vtv.vn/kinh-te/tuong-lai-gia-dau-trong-cang-thang-o-trung-dong-20240417104345732.htm,"Cuộc tấn công của Iran vào cuối tuần qua khiến giá dầu thế giới suy yếu và có thể ảnh hưởng đến giá dầu. Tuy nhiên, giá dầu vẫn tăng do căng thẳng leo thang ở Trung Đông."
623,economic,17/04/2024,https://vtv.vn/kinh-te/doanh-nghiep-bat-dong-san-lo-dao-han-trai-phieu-20240417094232679.htm,Nhiều doanh nghiệp bất động sản đã mạnh tay chi trả nợ nhiều năm trước khi bước vào cuộc đua lãi suất đầu tiên từ 1-5.
624,economic,17/04/2024,https://vtv.vn/kinh-te/sa-thai-nhan-vien-co-phieu-giam-manh-tesla-va-elon-musk-doi-mat-voi-nhung-thu-thach-chua-tung-co-20240417090628727.htm,Các chuyên gia dự báo thị trường chứng khoán của Tesla ngày thứ Hai (giờ Mỹ) giảm mạnh và Tesla cũng bị loại khỏi thị trường vì mức sa thải nhân viên quá thấp.
625,economic,17/04/2024,https://vtv.vn/kinh-te/fed-de-ngo-kha-nang-tri-hoan-ha-lai-suat-2024041709353251.htm,Nhiều khả năng Fed sẽ phải trì hoãn cắt giảm lãi suất do lạm phát kéo dài. Nhưng dữ liệu đưa ra cho thấy sự tin tưởng đủ lớn để cắt giảm lãi suất do lạm phát kéo dài.
626,economic,17/04/2024,https://vtv.vn/kinh-te/so-lieu-kinh-te-cua-my-gay-suc-ep-len-gia-dau-the-gioi-20240417091824154.htm,Giá dầu thế giới chốt phiên 16/4 giảm khi các số liệu kinh tế gây thất vọng làm mất lòng tin của nhà đầu tư. Giá dầu thế giới chốt phiên 16/4 giảm khi các số liệu kinh tế gây thất vọng làm mất lòng tin của nhà đầu tư.
627,economic,17/04/2024,https://vtv.vn/kinh-te/cang-thang-trung-dong-leo-thang-keo-lui-chung-khoan-my-chau-au-20240417091601162.htm,"Trong bối cảnh căng thẳng leo thang ở Trung Đông, nhiều khả năng sẽ xảy ra trong một số trường hợp."
628,economic,17/04/2024,https://vtv.vn/kinh-te/dong-ho-xa-xi-truoc-cuoc-canh-tranh-voi-apple-watch-20240417063633734.htm,"Đồng hồ thông minh đầu tiên được bán ra là đồng hồ thông minh, nhưng giờ đây nhiều người lo sợ rằng nó sẽ bị bỏ lại phía sau."
629,economic,17/04/2024,https://vtv.vn/kinh-te/huy-dong-linh-hoat-nguon-dien-cung-ung-mua-nang-nong-20240417063030528.htm,"Bộ Công thương yêu cầu các nhà máy nhiệt điện phải đảm bảo tiến độ dự án, đồng thời huy động các nhà máy nhiệt điện, đồng thời huy động các nhà máy nhiệt điện than, đồng thời huy động các nhà máy nhiệt điện."
630,economic,16/04/2024,https://vtv.vn/kinh-te/giai-bai-toan-nguon-nhan-luc-cho-nganh-cong-nghiep-ban-dan-20240416210650686.htm,"Việt Nam sẽ đào tạo 50.000 nhân lực cho ngành công nghiệp bán dẫn. Để đáp ứng nhu cầu của nhà đầu tư, Bộ Kế hoạch và Đầu tư, UBND tỉnh Bắc Giang cho biết, trong 5 năm tới, công nghiệp bán dẫn sẽ là một trong số 9 sản phẩm quốc gia"
631,economic,16/04/2024,https://vtv.vn/kinh-te/dong-von-vao-viet-nam-co-the-tang-them-5-7-ty-usd-20240416205320613.htm,Việt Nam đã thỏa mãn 7/9 tiêu chí để được FTSE Russell (chuyên cung cấp hạn mức) đưa vào danh sách nâng hạng.
632,economic,16/04/2024,https://vtv.vn/kinh-te/ha-noi-noi-lo-thieu-dien-vao-mua-he-20240416190846516.htm,"Thời gian qua, nhu cầu sử dụng điện của thành phố Hà Nội ngày càng tăng. Để đảm bảo cung ứng điện trong thời gian cao điểm hè, Hà Nội đã xây dựng được các giải pháp đồng bộ, hiệu quả."
633,economic,16/04/2024,https://vtv.vn/kinh-te/co-cau-nguon-von-co-su-chuyen-dich-tich-cuc-20240416175558721.htm,Các chuyên gia cho rằng vốn từ ngân hàng chỉ có thể huy động được nếu cơ cấu cung ứng vốn của nền kinh tế.
634,economic,16/04/2024,https://vtv.vn/kinh-te/kinh-te-trung-quoc-tang-truong-vuot-du-bao-20240416174034014.htm,"Nhiều chuyên gia dự báo kinh tế Trung Quốc sẽ tăng trưởng nhanh hơn dự kiến, sau khi nhiều số liệu được công bố cho thấy nền kinh tế Trung Quốc tăng nhẹ so với cùng kỳ năm ngoái."
635,economic,16/04/2024,https://vtv.vn/kinh-te/cang-thang-trung-dong-lam-dao-lon-lich-trinh-bay-cua-nhieu-hang-hang-khong-20240416162109635.htm,"Các hãng hàng không trên toàn cầu bắt đầu ngưng các chuyến bay đến và đi từ Tel Aviv đến Jordan, Jordan. Các hãng hàng không trên toàn cầu cũng đang gặp những gián đoạn với các chuyến bay sau khi Iran hủy các chuyến bay."
636,economic,16/04/2024,https://vtv.vn/kinh-te/doanh-nghiep-my-o-at-sa-thai-nhan-vien-20240416161537464.htm,"Một loạt các công ty trong các lĩnh vực công nghệ, truyền thông, tài chính và bán lẻ của Mỹ đã cắt giảm lao động trong năm 2023. Các tập đoàn công nghệ như IBM, Microsoft, Microsoft, Microsoft, Microsoft và Microsoft đã thông báo cắt giảm lao động."
637,economic,16/04/2024,https://vtv.vn/kinh-te/bo-cong-thuong-lay-y-kien-2-du-thao-nghi-dinh-ve-dien-20240416160803279.htm,Bộ Công Thương dự kiến trình Chính phủ dự thảo nghị định phát triển điện mặt trời mái nhà sẽ được lấy ý kiến.
638,economic,16/04/2024,https://vtv.vn/kinh-te/gia-ve-may-bay-dip-le-30-4-1-5-tang-cao-20240416094417495.htm,"Trong khi đó, giá vé máy bay cao dẫn đến lượng khách qua sân bay giảm sút trong dịp lễ 30/4 - 1/5, khiến người dân có xu hướng chuyển sang các điểm đến có chi phí thấp hơn, khách đông đúc chọn điểm đến để du lịch."
639,economic,16/04/2024,https://vtv.vn/kinh-te/cang-thang-trung-dong-nhan-chim-pho-wall-20240416090937623.htm,"Cả 3 chỉ số chứng khoán của Mỹ đều giảm mạnh trong hai ngày đầu tuần, trong khi thị trường chứng khoán toàn cầu chìm trong sắc đỏ."
640,economic,16/04/2024,https://vtv.vn/kinh-te/vietnam-airlines-dieu-chinh-duong-bay-di-chau-au-qua-trung-dong-20240416085626733.htm,"Ngày 2-5, Vietnam Airlines sẽ điều chỉnh đường bay đi châu Âu, tránh bay qua khu vực Trung Đông trước căng thẳng ngày càng tăng."
641,economic,16/04/2024,https://vtv.vn/kinh-te/dieu-hanh-gia-xang-dau-ky-toi-som-hon-mot-ngay-2024041608454897.htm,"Bộ Công Thương quy định thời gian điều hành giá xăng dầu là 11/4/2024. Trường hợp trùng vào ngày thứ Năm, thứ Năm, ngày 17/4/2024 thì được thực hiện như sau:"
642,economic,16/04/2024,https://vtv.vn/kinh-te/bo-tai-chinh-de-nghi-cac-bo-nganh-dia-phuong-day-manh-giai-ngan-von-dau-tu-cong-2024041606595827.htm,"Bộ Tài chính kiến nghị các Bộ, cơ quan Trung ương và 35 địa phương chưa phân bổ, chưa hết kế hoạch vốn đầu tư công năm 2024."
643,economic,16/04/2024,https://vtv.vn/kinh-te/dau-thau-vang-mieng-de-tang-cung-cho-thi-truong-20240415232730402.htm,Các chuyên gia cho rằng việc Ngân hàng Nhà nước tổ chức đấu thầu vàng lần đầu tiên trong 10 năm qua là mang tính chất tạm ngưng. Nhưng thực tế cho thấy việc này chưa có tác động đáng kể tới thị trường vàng.
644,economic,15/04/2024,https://vtv.vn/kinh-te/binh-duong-day-manh-dau-tu-nhieu-du-an-trong-linh-vuc-logistics-20240415155330318.htm,"Bình Dương hiện có 11 kho hàng, 19 kho bãi và 19 kho ngoại quan phục vụ nhu cầu vận chuyển hàng hóa của người dân."
645,economic,15/04/2024,https://vtv.vn/kinh-te/gia-dau-co-the-vuot-moc-100-usd-thung-20240415175043594.htm,"Giá dầu thô toàn cầu tăng nhẹ trong bối cảnh nguồn cung dầu thô toàn cầu bị hạn chế. Tuy nhiên, nguồn cung dầu mỏ lại có thể trở nên mong manh hơn và làm tăng khả năng giá tăng đột biến lên trên ngưỡng 100 USD/thùng."
646,economic,15/04/2024,https://vtv.vn/kinh-te/tinh-tao-truoc-song-tang-gia-chung-cu-20240415171919535.htm,"Nhiều chuyên gia cho rằng thị trường bất động sản đang bị đẩy giá lên cao do nguồn cung hạn chế, cộng với nhiều chính sách thanh toán khó khăn."
647,economic,16/04/2024,https://vtv.vn/kinh-te/lai-suat-co-dinh-giup-tang-giao-dich-bat-dong-san-20240416103424149.htm,"Các chuyên gia đánh giá, thị trường bất động sản đang ở thời điểm khó khăn nhất, nhưng người mua nhà vẫn ở mức vay mua nhà với lãi suất cố định là giải pháp mới cho thị trường nhà ở, đặc biệt với nhóm người mua trẻ."
648,economic,16/04/2024,https://vtv.vn/kinh-te/phep-mau-se-dua-kinh-te-nga-vuon-len-thu-4-the-gioi-20240416104343558.htm,Tổng thống Nga Putin dự kiến sẽ cung cấp một 'phép màu' để đưa nền kinh tế Nga vào top 4 nền kinh tế lớn nhất thế giới vào năm 2030.
649,economic,16/04/2024,https://vtv.vn/kinh-te/gia-vang-van-tang-phi-ma-20240416100314799.htm,"Giá vàng thế giới tăng vọt sau khi nhiều ngân hàng thương mại bán lẻ ra nước ngoài đấu thầu vàng lần đầu tiên trong 11 năm. Sau hơn 10 năm, giá vàng thế giới tăng mạnh gây ra nhiều biến động khi căng thẳng ở Trung Đông lan rộng."
650,economic,16/04/2024,https://vtv.vn/cong-nghe/bao-chi-quoc-te-dua-tin-chuyen-tham-viet-nam-cua-tim-cook-viet-nam-quan-trong-voi-apple-2024041610102073.htm,"Sáng 15-4, CEO Apple Tim Cook đã đến Việt Nam, nơi ông chia sẻ là một trung tâm sản xuất quan trọng của gã khổng lồ iPhone."
651,economic,16/04/2024,https://vtv.vn/kinh-te/gia-usd-tang-4-phien-lien-tiep-20240416100908236.htm,Giá USD tại nhiều ngân hàng thương mại hôm qua 16-4 tăng mạnh 30 đồng so với hôm qua. 45 đồng ở cả chiều mua vào và bán ra.
652,economic,16/04/2024,https://vtv.vn/kinh-te/gia-dau-the-gioi-truot-doc-20240416092024471.htm,"Giá dầu mỏ thế giới tăng nhẹ sau khi Iran gây ra nhiều thiệt hại do Iran gây ra trong 5 tháng qua khiến giá dầu thế giới giảm mạnh. Tuy nhiên giá dầu mỏ lại tăng như vũ bão lên gần 80,3%."
653,economic,16/04/2024,https://vtv.vn/kinh-te/my-tai-tro-64-ty-usd-de-samsung-mo-rong-san-xuat-chip-20240416093231526.htm,"Chính phủ Mỹ thông báo chi trả cho hãng sản xuất chip Intel 6,4 tỷ USD để mở rộng hoạt động sản xuất chip tại bang Texas và có thể tăng sự hiện diện tại bang Texas trong nhiều thập kỷ tới."
654,economic,16/04/2024,https://vtv.vn/kinh-te/dong-yen-nhat-giam-xuong-muc-thap-ky-luc-20240416091534587.htm,"Đồng Yen Nhật Bản giảm mạnh so với USD, thấp nhất kể từ tháng 6/1990."
655,economic,15/04/2024,https://vtv.vn/kinh-te/gia-vang-tang-vot-nguoi-dan-my-do-xo-di-ban-vang-20240415165742155.htm,Giá vàng thế giới tăng mạnh gây kinh ngạc tại nhiều quốc gia và vùng lãnh thổ của vàng như một thỏi vàng an toàn.
656,economic,15/04/2024,https://vtv.vn/kinh-te/xuat-khau-o-to-han-quoc-tang-vot-20240415163128371.htm,"Tháng 3 vừa qua, xuất khẩu ô tô của Hàn Quốc đã tăng mạnh, tạo ra doanh số bán xe hybrid và xe điện trong tháng 3."
657,economic,15/04/2024,https://vtv.vn/kinh-te/no-luc-dam-bao-tien-do-va-chat-luong-cac-du-an-trong-diem-20240415162343997.htm,"Ngày 2-5, UBND TP.HCM phối hợp với các đơn vị liên quan để đảm bảo tiến độ và chất lượng các công trình giao thông trọng điểm đang được kiểm soát chặt chẽ."
658,economic,15/04/2024,https://vtv.vn/kinh-te/cang-thang-trung-dong-chi-phoi-thi-truong-vang-den-20240415161240277.htm,Thông tin từ Ngân hàng Nhà nước Iran cho biết cuộc tập kích quy mô lớn vào Iran sẽ ảnh hưởng đến hoạt động sản xuất và xuất khẩu dầu thô của Iran. Căng thẳng leo thang ở Trung Đông có thể ảnh hưởng đến toàn cầu.
659,economic,15/04/2024,https://vtv.vn/kinh-te/khai-thong-thi-truong-von-no-viet-nam-20240415155513733.htm,"Thông tin được tổng giám đốc Quỹ Đầu tư và Bảo lãnh tín dụng (CGIF) cho biết đã có bước đầu tiên được mô tả trong quá trình đánh giá, lựa chọn và quản trị đầu tư."
660,economic,15/04/2024,https://vtv.vn/kinh-te/gia-sau-rieng-dot-ngot-giam-20240415150103907.htm,"Theo Sở Nông nghiệp và Phát triển nông thôn Cần Thơ, để đảm bảo an toàn cho cây sầu riêng khi xuất khẩu, Cần Thơ cần có cơ chế để giám sát chặt chẽ và ngăn chặn tình trạng doanh nghiệp trà trộn sầu riêng giữa nông dân và nông dân."
661,economic,15/04/2024,https://vtv.vn/kinh-te/dong-usd-giu-vung-da-tang-truoc-cang-thang-trung-dong-20240415144807895.htm,"Đồng USD trên toàn cầu vượt khỏi mức định giá 1,6% so với USD. Tuy nhiên, đồng tiền này vẫn duy trì ở mức cao nhất 34 năm so với đồng Euro."
662,economic,15/04/2024,https://vtv.vn/kinh-te/tp-ho-chi-minh-luong-hang-binh-on-thi-truong-tang-4-6-20240415144532273.htm,"Bình ổn thị trường năm 2024 cho thấy chỉ có 1 mặt hàng duy nhất được bình ổn thị trường, trong khi đó nhiều mặt hàng khác lại tăng từ 2-7% so với năm trước."
663,economic,15/04/2024,https://vtv.vn/kinh-te/se-hoan-thanh-lap-quy-hoach-30-cang-hang-khong-den-nam-2025-20240415122410536.htm,"Bộ Giao thông Vận tải yêu cầu UBND TP.HCM nghiên cứu, lập quy hoạch tổng thể phát triển hệ thống cảng hàng không, sân bay quốc tế và khu vực."
664,economic,15/04/2024,https://vtv.vn/kinh-te/vietnam-airlines-tiep-tuc-tang-chuyen-bay-phuc-vu-dip-nghi-le-30-4-1-5-20240415121442319.htm,"Trong tháng cao điểm lễ 30-4, Vietnam Airlines bổ sung thêm hơn 100 chuyến bay nội địa và quốc tế."
665,economic,15/04/2024,https://vtv.vn/kinh-te/vn-index-giam-manh-nhat-gan-2-nam-2024041515224096.htm,"Nhiều cổ phiếu đang giảm mạnh ở mức định giá 1.216,2% so với cùng kỳ năm ngoái. Tuy nhiên, điểm sáng 15-4 cũng là mức giảm mạnh nhất trong vòng 23 tháng."
666,economic,15/04/2024,https://vtv.vn/kinh-te/ngan-hang-nha-nuoc-chuan-bi-dau-thau-vang-mieng-202404151512279.htm,Thủ tướng Phạm Minh Chính chủ trì phiên đấu thầu vàng miếng thứ hai của Ngân hàng Nhà nước với chủ đề Xử lý vàng miếng ngay trong tuần này.
667,economic,15/04/2024,https://vtv.vn/kinh-te/tang-phi-ma-gia-vang-sjc-lap-ky-luc-moi-20240415144309047.htm,Giá vàng thế giới tăng nhẹ lên mức 2.307 USD/ounce nhưng giá vàng miếng SJC lại tăng như vũ bão lên gần 85 triệu đồng/lượng sau thời gian dài tăng mạnh.
668,economic,15/04/2024,https://vtv.vn/kinh-te/doanh-nghiep-du-lich-hao-hung-don-ky-nghi-30-4-1-5-20240415103803066.htm,"Dù được nghỉ 5 ngày liên tục trong 5 ngày nghỉ lễ, nhiều doanh nghiệp du lịch đã mạnh tay chi tiền để triển khai các tour du lịch, trong khi các doanh nghiệp du lịch lại hào hứng với cơ hội vàng để tăng doanh thu."
669,economic,15/04/2024,https://vtv.vn/kinh-te/thong-nhat-tang-luong-toi-thieu-vung-tu-ngay-1-7-20240415141041761.htm,Bộ Lao động - Thương binh và Xã hội (LĐTBXH) đề xuất điều chỉnh tăng lương tối thiểu theo giờ lao động từ 1-7-2024 theo đúng quy định tại khoản 3 Điều 91 Bộ luật Lao động năm 2024.
670,economic,15/04/2024,https://vtv.vn/kinh-te/gia-vang-tang-rat-manh-20240415111832353.htm,"Giá vàng thế giới tăng mạnh vào thứ Sáu, đầu tuần 3-5 tăng mạnh 3,4 triệu đồng/lượng sau khi thiết lập đỉnh 85 triệu đồng/lượng sau khi thiết lập đỉnh 85 triệu đồng/lượng sau khi thiết lập đỉnh 85 triệu đồng/lượng."
671,economic,15/04/2024,https://vtv.vn/chinh-tri/thu-tuong-yeu-cau-bao-dam-cung-ung-dien-hoan-thien-chinh-sach-mua-ban-dien-2024041512113308.htm,"Thủ tướng Phạm Minh Chính - chủ tịch Ủy ban Quốc gia về việc triển khai quyết liệt, đồng bộ, hiệu quả các giải pháp bảo đảm cung ứng điện trong thời gian cao điểm năm 2024 và các năm tiếp theo."
672,economic,15/04/2024,https://vtv.vn/cong-nghe/ceo-apple-tim-cook-gap-ca-sy-my-linh-thuong-thuc-ca-phe-trung-o-ha-noi-20240415121333999.htm,"Công ty công nghệ Apple Tim Cook cho biết đã đến Việt Nam, nơi ông chia sẻ là một đất nước sôi động, xinh đẹp. Apple dự kiến công bố thông tin về chuyến thăm Việt Nam của CEO Tim Cook đến Việt Nam vào chiều 16-4."
673,economic,15/04/2024,https://vtv.vn/kinh-te/thang-tram-thi-truong-o-to-dien-chau-au-20240415110608475.htm,"Báo cáo của Ủy ban Thương mại điện châu Âu (EU) cho thấy các hãng xe ô tô điện chỉ chuyên sản xuất ô tô chạy điện, nhưng giờ đây trở thành bãi đỗ xe ô tô điện sinh lời cho nhà đầu tư."
674,economic,15/04/2024,https://vtv.vn/kinh-te/thi-truong-bien-dong-truoc-trien-vong-ecb-ha-lai-suat-20240415105338685.htm,Tiến sĩ Nguyễn Minh Tuấn - Tập đoàn RSM tại Mỹ cho rằng thị trường chứng khoán châu Âu hôm nay 2-5 và thị trường chứng khoán thế giới nhìn xuống mức thấp. Thị trường chứng khoán châu Âu hôm nay 2-5 chứng kiến nhiều biến động khi Fed hạ lãi suất.
675,economic,15/04/2024,https://vtv.vn/kinh-te/vien-canh-gia-dau-sau-dung-do-iran-israel-20240415101658018.htm,Giá dầu thế giới tăng nhẹ sau khi Iran phát động một cuộc không kích vào Israel vào Israel vào hôm 2-5. Phía Israel và Israel đã đưa ra cảnh báo nguy cơ xung đột ngày càng lớn.
676,economic,15/04/2024,https://vtv.vn/kinh-te/giai-bai-toan-tieu-thu-khoai-tay-trong-nuoc-20240415100026951.htm,Nhiều nông dân lo lắng việc giá khoai tây Đà Lạt rớt giá là do nông dân trồng khoai tây.
677,economic,15/04/2024,https://vtv.vn/kinh-te/thai-lan-tim-cach-tang-xuat-khau-gao-sang-philippines-2024041509223042.htm,Chính phủ Thái Lan đang tìm cách tăng xuất khẩu gạo sang Philippines trong năm nay để giành lại thị phần cho các nhà sản xuất gạo trong nước.
678,economic,15/04/2024,https://vtv.vn/kinh-te/16-khoan-thu-nhap-duoc-mien-thue-thu-nhap-ca-nhan-2024-20240415113917807.htm,"Thu nhập từ chuyển nhượng nhà ở, công sở, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp, khu công nghiệp... được miễn thuế."
679,economic,15/04/2024,https://vtv.vn/kinh-te/sau-nhan-vai-chuoi-long-an-ca-phe-son-la-chuan-bi-co-mat-tai-sieu-thi-nhat-20240414175557097.htm,Đó là chia sẻ của ông Furusawa Yasuyuki với Tuổi Trẻ Online vào chiều 3-5 về dự kiến tháng 6 sẽ mở rộng thêm các trung tâm mua sắm ở TP Hồ Chí Minh và Long An.
680,economic,15/04/2024,https://vtv.vn/kinh-te/gia-usd-tiep-da-tang-20240415092946466.htm,"Giá USD trên thế giới tăng nhẹ so với USD hôm qua 15-4. Tuy nhiên, giá USD trên thế giới gần đây tăng mạnh 3.420 - 25.180 VND/USD trong tuần qua khiến nhiều người lo lắng."
681,economic,15/04/2024,https://vtv.vn/kinh-te/go-vuong-cho-dien-nang-luong-tai-tao-20240414193236982.htm,"Phóng viên Quốc Anh (VOA) nhận xét, việc áp dụng công nghệ khung thép trong hệ thống điện tái tạo giúp cho hệ thống điện của Việt Nam phát triển điện năng lượng tái tạo và giảm chi phí điện năng lượng tái tạo."
682,economic,15/04/2024,https://vtv.vn/kinh-te/thanh-pho-ho-chi-minh-uu-tien-phat-trien-san-xuat-xanh-20240414224058477.htm,"Ngày 28-4, UBND TP. Hồ Chí Minh đã ban hành quyết định về việc phê duyệt chủ trương xây dựng nhà máy với công nghệ 'bottle to bottle' để thúc đẩy nhanh quá trình chuyển đổi xanh của doanh nghiệp."
683,economic,15/04/2024,https://vtv.vn/kinh-te/chu-dong-phong-ve-thuong-mai-ngay-tai-san-nha-20240414225645673.htm,"Các doanh nghiệp trong nước từ chỗ chưa quen sử dụng các công cụ phòng vệ thương mại như loa, còi, khẩu hiệu, khẩu hiệu... để bảo vệ sản xuất trong nước."
684,economic,15/04/2024,https://vtv.vn/kinh-te/diem-dan-kem-vui-vi-gia-muoi-giam-20240414190004686.htm,"Tỉnh Bạc Liêu cho biết hiện nay nắng nóng gay gắt, độ mặn thấp đã khiến cho diêm dân mất lửa."
685,economic,14/04/2024,https://vtv.vn/kinh-te/nguoi-viet-mua-gan-32000-o-to-moi-trong-thang-3-20240414102457382.htm,"Trong tháng 3/2024, số lượng ô tô bán ra trên thị trường nội địa lẫn quốc tế tăng 17,4% so với cùng kỳ năm ngoái. Theo nhận định của giới chuyên gia, mức tăng trưởng kinh tế có thể khởi sắc trong tháng 4."
686,economic,14/04/2024,https://vtv.vn/kinh-te/thieu-hut-tau-bay-hang-khong-viet-ung-pho-cach-nao-20240414131411238.htm,Cục Hàng không Việt Nam yêu cầu các hãng hàng không chủ động kế hoạch khai thác và có phương án dự phòng bổ sung số lượng máy bay thiếu hụt.
687,economic,14/04/2024,https://vtv.vn/kinh-te/cac-ngan-hang-ruc-rich-tang-lai-suat-tiet-kiem-20240414133752057.htm,"Nhiều ngân hàng đã tăng lãi suất huy động kỳ hạn 1-3 tháng lên mức 2,6%/năm so với cùng kỳ hạn. Tuy nhiên, mức này vẫn duy trì ở mức thấp nhất từ trước đến nay."
688,economic,14/04/2024,https://vtv.vn/kinh-te/nhieu-nguoi-lao-dong-se-duoc-tang-luong-2-lan-tu-ngay-1-7-2024-20240414134527173.htm,"Đề xuất tăng lương tối thiểu vùng cho người lao động từ một số địa bàn dưới đây: - Chuyển từ vùng I có mức lương tối thiểu tháng dự kiến 4.410.000 đồng/tháng đến vùng I có mức lương tối thiểu vùng thấp nhất là 4,68 triệu đồng"
689,economic,14/04/2024,https://vtv.vn/kinh-te/gia-vang-trong-nuoc-miet-mai-di-len-20240414135555543.htm,"Theo Phó Thống đốc Ngân hàng Nhà nước Phạm Thanh Hà, việc áp dụng chính sách giá vàng hóa trong tuần qua là rất quan trọng, thể hiện quan điểm nhất quán về kinh doanh vàng."
690,economic,14/04/2024,https://vtv.vn/kinh-te/thi-truong-tien-so-do-lua-20240414141122235.htm,"Giá Bitcoin hôm nay 13-4 tăng nhẹ so với USD. Tuy nhiên, giá Bitcoin lại tăng mạnh sau khi nhiều đồng tiền điện tử sụp đổ."
691,economic,14/04/2024,https://vtv.vn/kinh-te/gia-ca-phe-lap-ky-luc-moi-20240414092149386.htm,Thời tiết nắng nóng kéo dài khiến ngành cà phê toàn cầu đối mặt với nguy cơ thiếu hụt nguồn cung toàn cầu. Giá cà phê Arabica kỳ hạn 10.000 USD/tấn cũng tăng mạnh.
692,economic,14/04/2024,https://vtv.vn/kinh-te/trung-quoc-dung-dau-the-gioi-ve-xuat-khau-hang-hoa-20240414093749119.htm,"Theo Bộ Thương mại Trung Quốc, Trung Quốc vẫn là quốc gia nhập khẩu hàng hóa đứng đầu thế giới trong năm 2023, sau khi giảm sút trong năm 2023."
693,economic,14/04/2024,https://vtv.vn/kinh-te/trien-vong-kinh-doanh-tai-viet-nam-duoc-danh-gia-tich-cuc-20240414095613056.htm,Việt Nam đang được kỳ vọng sẽ là một thị trường hấp dẫn và an toàn với các nhà đầu tư.
694,economic,14/04/2024,https://vtv.vn/kinh-te/thi-truong-mua-ban-do-cu-truc-tuyen-tai-trung-quoc-soi-dong-20240414121930937.htm,"Thời gian qua, thói quen tiêu dùng của người dân thay đổi khiến thị trường đồ cũ trở nên sôi động."
695,economic,14/04/2024,https://vtv.vn/kinh-te/gia-vang-the-gioi-co-the-vuot-2600-usd-ounce-20240414091529499.htm,Giá vàng thế giới tăng nhẹ lên mức 2.600-2.600 USD/ounce nhưng giá vàng miếng lại tăng như vũ bão lên gần 2.600 USD/ounce.
696,economic,14/04/2024,https://vtv.vn/kinh-te/tieu-thu-dien-tai-tp-ho-chi-minh-dat-muc-ky-luc-20240414110548281.htm,"Thời tiết nắng nóng oi bức tại TP Hồ Chí Minh khiến điện năng tiêu thụ điện của thành phố tăng gấp 11,4% so với cùng kỳ năm ngoái."
697,economic,14/04/2024,https://vtv.vn/kinh-te/gia-nha-trung-binh-o-viet-nam-cao-gap-gan-24-lan-thu-nhap-20240414105053608.htm,"2.300 căn hộ chung cư đã tăng mạnh tại Hà Nội, khiến thị trường bất động sản khó khăn."
698,economic,14/04/2024,https://vtv.vn/kinh-te/thu-tuong-chi-dao-xay-dung-nghi-dinh-che-do-tien-luong-moi-20240414091044501.htm,"Thủ tướng Chính phủ Phạm Minh Chính chủ trì phiên họp lần thứ 8 của ủy ban, trọng tâm thảo luận về các chế độ phụ cấp đặc thù đối với công chức, viên chức, người lao động trong các cơ sở y tế công lập và đề xuất một số chế độ phụ cấp đặc thù đối với công"
699,economic,13/04/2024,https://vtv.vn/kinh-te/kho-khan-cua-rau-cu-viet-nam-tai-thi-truong-phap-20240413174904957.htm,Xu hướng tiêu dùng mới của ngành rau củ quả là sự cạnh tranh khốc liệt giữa các quốc gia và khu vực đang có phần chững lại khi các siêu thị bắt đầu ồ ạt vào thị trường châu Âu.
700,economic,13/04/2024,https://vtv.vn/kinh-te/uu-tien-ha-tang-giao-thong-giup-thu-hut-dau-tu-lien-vung-20240413174040277.htm,"Ngày 2-5, Điện Biên tiếp tục đón các nhà đầu tư với tổng vốn đầu tư hơn 5.300 tỉ đồng, tạo cơ hội thu hút các nhà đầu tư trong và ngoài nước."
701,economic,13/04/2024,https://vtv.vn/kinh-te/trien-vong-dau-tu-thuy-san-cong-nghe-cao-202404130842144.htm,Việc ứng dụng công nghệ cao vào sản xuất và chế biến thủy sản đang là hướng đi được nhiều địa phương miền Trung quan tâm.
702,economic,13/04/2024,https://vtv.vn/kinh-te/thao-go-ngay-vuong-mac-trong-xuat-khau-tinh-dau-que-2024041311450309.htm,Tổng cục Hải quan vừa có văn bản hỏa tốc gửi Cục Hải quan các địa phương về việc giải quyết vướng mắc về xuất khẩu tinh dầu quế.
703,economic,13/04/2024,https://vtv.vn/kinh-te/nhieu-giai-phap-vat-lieu-nhe-ben-vung-cho-nganh-xay-dung-20240413120821302.htm,"14 doanh nghiệp đầu tư vào các công trình xanh, giảm phát thải CO2 tại Việt Nam được đánh giá cao về môi trường sống ôn hòa với môi trường."
704,economic,13/04/2024,https://vtv.vn/kinh-te/thu-lai-lon-nho-ca-rot-xuat-khau-20240413084252385.htm,"Trên địa bàn tỉnh Hải Dương, những năm qua, cà rốt đã có mặt tại nhiều địa phương trên cả nước."
